"","X","n_obs","m","C_obs","N_scr","N_scr_se","sigma_scr","sigma_scr_se","lambda0_scr","scr_ran","runtime_scr","N","N_se","sigma","sigma_se","lambda0","beta","r","runtime","ess_N","ess_sigma","N_better","sigma_better","N_true","mu0_true","sigma_true","lambda0_true","lambda0_better"
"64",8,69,27,25,44.9679287721595,6.73922628489834,0.106650818925876,0.0108148984276814,0.0876539463670493,1,0.0963017265001933,45.764,6.61968519590147,0.109232262480279,0.011387646150357,0.085531433595417,6.85454167600339,0.603266867876878,9.52611045440038,973.914319547849,420.007273584821,1,1,50,0.00606390398112126,0.128626874294132,0.0583322885125971,1
"65",1,69,32,24,56.2644517256848,8.69536750992092,0.122979078561788,0.0143487828389103,0.0521157725572509,1,0.10356308221817,56.5388,8.97912826825539,0.134034516151018,0.0175247264949562,0.046996098479657,3.90560310643829,0.858902120727154,10.1038934747378,809.969301039311,252.994388554238,0,0,50,0.00534799550659955,0.122427958636545,0.0567871337815297,0
"66",2,96,34,25,48.6112486960804,5.88138564218585,0.140221709813704,0.0142207452446608,0.0640486526397777,1,0.148416074117025,48.936,5.78111343159807,0.143569327226826,0.0149832446421113,0.0633148803228244,7.01930456368022,0.856058894973582,11.3695098400116,831.019530949554,297.645014015837,1,0,50,0.00821789886103943,0.131277830642648,0.0758923744492834,0
"67",3,73,31,23,45.6828225648435,5.99406298421209,0.143219375846736,0.0149305715334605,0.0554366739153024,1,0.10051873922348,46.9568,5.86159339009696,0.143442322401215,0.0142673637387707,0.0552411936727438,6.22219619653865,0.778903503247349,9.97605613470077,1435.19269401291,409.952749906309,1,0,50,0.00654709051712416,0.129789286754094,0.0618572751765742,0
"68",4,95,34,25,45.1137512656008,5.05363113038096,0.169060705009492,0.0182325421971094,0.049721394421419,1,0.0924332936604818,45.2028,4.88794731677712,0.17805576121974,0.0191927652644275,0.0467242299993219,6.9674374080719,0.855251789943134,11.5885680874189,959.673336029531,319.02525273929,1,0,50,0.00822335922624916,0.154350012643263,0.0549358761247029,0
"69",5,98,38,24,51.3854565443386,5.79450219406692,0.175219033212887,0.0191924674041675,0.0429706686297198,1,0.130369675159454,52.318,5.7919163079077,0.178768094650957,0.0192967431925252,0.0417274986426632,7.74361533398512,0.795849035693293,12.5848103046417,927.419928074716,289.85118785313,0,0,50,0.00911950112786144,0.175317276092246,0.0472217180974088,0
"70",6,111,38,23,49.6784642158308,5.17041029967104,0.170887788774962,0.0175405292111363,0.0507833821366959,1,0.11289803981781,51.3332,5.29828335242586,0.167555828178171,0.0167697059371644,0.0516284224511299,7.05110909704034,0.794754095792405,13.079548462232,1297.92948224281,396.504424052257,0,1,50,0.00916959234629758,0.169123424794525,0.0510226053408733,0
"71",7,60,27,22,43.5763797199512,7.29511664874914,0.153468877312188,0.0224461835205799,0.0371654431248991,1,0.0786237041155497,44.3464,7.50632699913927,0.161115290658926,0.0293485083161232,0.0369851934629449,6.80834559293181,0.699325864270182,8.43157515923182,507.066740059793,149.121178555494,1,0,50,0.0055868615116924,0.147820140165277,0.0406931039910205,0
"72",8,95,36,23,52.4986700915742,6.27658369922903,0.140410738166471,0.013815240590608,0.0601595532134558,1,0.0816073894500732,53.7944,6.57649060909332,0.140869639048052,0.0141299473028783,0.0598654022131873,7.33071942519617,0.825551922575991,12.3426888902982,880.64710314522,394.730511098212,0,1,50,0.00739551069331355,0.142963517541066,0.0575887763317926,1
"73",1,82,34,24,44.6193012556219,5.35693172169816,0.221112860250147,0.032582917728585,0.0278065855155973,1,0.0901481827100118,46.7156,5.89825672660704,0.215880054799542,0.0331434286598047,0.0286510021167367,6.6531890040875,0.740369877074678,10.6745569904645,737.573666468848,220.430298300489,1,1,50,0.00785814481903799,0.1735337639926,0.041530980667161,1
"74",2,76,28,22,39.9748962679202,5.32424686251446,0.148810601904111,0.0169129845069399,0.0550026205913613,1,0.117322846253713,38.9208,4.87697050396233,0.164661622664513,0.0200651020101594,0.0502766698294849,6.51737347881621,0.864647141983171,9.35970621506373,1214.31012152957,318.310658516242,0,0,50,0.0074644128116779,0.145074415449053,0.0564461236253473,0
"75",3,83,33,23,45.924968672043,5.82260305230064,0.175957065091497,0.0217937959037522,0.0391746843701644,1,0.112599619229635,47.444,5.95128819100982,0.178794842159381,0.0249171163812705,0.0382859045370232,5.98189128276244,0.741356744901521,10.9407920241356,873.436623278102,269.815954850867,1,0,50,0.00891847618855536,0.173103010444902,0.0473697995756328,0
"76",4,95,37,24,47.739177013529,5.10437848415129,0.208068438461422,0.0258541466137649,0.0332958699612261,1,0.135953795909882,49.3424,5.53149176990079,0.208777849315938,0.0268040988861505,0.0327360917411756,6.84281197942088,0.781244066512995,12.4512564937274,835.44040501893,241.039371200905,1,0,50,0.00770170350791886,0.160000104652718,0.0478813507820559,0
"77",5,72,33,25,44.3309831707937,5.86782449695032,0.256621059813009,0.0535625815069297,0.0195283955282035,1,0.112773211797078,46.7044,6.36235903458725,0.269138122156306,0.0821727218778131,0.0190620795779162,3.76550764438459,0.76042134878836,10.317122443517,644.388465226635,88.0835780263484,1,0,50,0.0054400076600723,0.168894818681292,0.0303519773674129,0
"78",6,80,36,24,58.2323741587423,8.57995403889035,0.143792780751678,0.0181936840097249,0.043144370921167,1,0.11370408932368,59.9548,8.9228136594597,0.148205374658373,0.020124754724849,0.0418172105402706,7.37767588808714,0.684066378534735,11.7956219553947,706.808569719629,233.617462479087,0,1,50,0.00710314984899014,0.146195800742134,0.0528933789554012,0
"79",7,118,40,25,52.8660402769888,5.34141906385408,0.158330550407064,0.0148352330662823,0.0595928087778327,1,0.146185596783956,54.0696,5.45782658101147,0.158871141985338,0.0149453496421123,0.0583416802872287,7.96156000607538,0.813702926674889,13.7870625893275,1032.56024719493,323.316168657868,0,0,50,0.009881664669374,0.156007942473516,0.0646184930170212,0
"80",8,73,37,23,64.3159943233495,10.5730355572487,0.163801832056613,0.0251079412291737,0.0273665081810677,1,0.099814236164093,66.586,10.688587482027,0.165550943525524,0.0260601269426574,0.028136451319016,6.29542802031944,0.837527227375457,12.2092253486315,564.934260909201,164.57551643455,0,1,50,0.00665157499723136,0.174476602203213,0.0347752478195514,1
"81",1,87,33,24,53.4634065852844,7.14561148077283,0.117624813886319,0.011498593484737,0.0719818404666242,1,0.127059360345205,54.5456,7.43432769867811,0.119044925849926,0.012111093889359,0.0717181450182127,6.80286993783071,0.7919658028501,11.0066816409429,754.904102403381,240.98897424867,0,1,50,0.00688336265273392,0.12781409737654,0.0670599565976167,1
"82",2,120,40,25,56.8582387557193,6.1049770617005,0.132628551966835,0.0114204237267645,0.0760629072975831,1,0.16113711198171,57.2832,6.25103414893668,0.135319079805422,0.0119983346387517,0.075162171883573,7.4102162557171,0.897545434037697,14.2127563754718,820.671164326862,269.315511128516,0,1,50,0.00961009720340371,0.143997121858411,0.0737632916497458,1
"83",3,107,35,25,51.1042310514705,5.92545297443925,0.122049705585623,0.0105598891420927,0.0886276346100241,1,0.174235951900482,51.4536,5.95882959145838,0.123541733394304,0.0108212723493593,0.0901185994534858,4.49196697961621,0.922128557746046,12.4970737020175,1186.05040873333,345.575431791608,0,1,50,0.00995938869076781,0.13415423754137,0.0880732501168241,0
"84",4,142,40,25,51.6768268610692,4.77172174001109,0.142421830432139,0.0111574859596371,0.0868873671416001,1,0.140377032756805,51.0832,4.63016772279974,0.149836732251702,0.0129472919079961,0.0825987594018807,6.51217529995456,0.849685298133501,15.4532388051351,1000.67043589846,321.417211438597,1,0,50,0.00988618009025231,0.140829634345137,0.0793342180959273,1
"85",5,102,42,24,66.3422010100997,8.3124773906828,0.1441007097029,0.0155924191040917,0.0454656423330069,1,0.17648530403773,66.928,8.27380192652252,0.149142932661172,0.0169829092435217,0.0443000686587976,7.02990732501753,0.757744848703332,13.8845546007156,817.130493509432,257.084137285474,0,1,50,0.00618148637702689,0.174296397417784,0.0323844277182932,1
"86",6,83,33,25,47.6940448559082,6.26425734552489,0.16464308956067,0.0205522312805039,0.0413656047249669,1,0.0741709152857463,48.5432,6.38050296506748,0.169672008699045,0.0232648896232565,0.0405646857304665,5.69210269868085,0.701633738423116,10.3313269058863,707.034442668939,299.638959472314,1,0,50,0.00553533391212113,0.157937975856476,0.0353175704695824,1
"87",7,63,30,22,45.4496827546953,6.83642533576283,0.169556000991886,0.0218895033973156,0.0342768702833412,1,0.0957069357236226,46.23,6.94443590769117,0.177603270000511,0.0251522987875364,0.0336149638128955,5.97217368372356,0.823274480835044,9.34719330072403,1032.41820874959,279.407233851029,1,0,50,0.00519576067454182,0.160459735477343,0.0321171593387992,1
"88",8,107,39,25,51.7585686339389,5.21887329855867,0.165635906538034,0.0154760313830223,0.0523164653817522,1,0.204259026050568,52.7208,5.35259819928539,0.165804802469012,0.0149800991386265,0.0522717157512279,7.91775997328281,0.788817486916794,13.3000620762507,1013.06464222069,398.614842821464,0,1,50,0.00864013451850042,0.178203285927884,0.0433021260682471,1
"89",1,144,39,25,51.9079485824391,4.82551482890844,0.127179300845596,0.00862130287831662,0.109222709662617,1,0.177673697471619,52.0708,4.84032631787831,0.130017323398563,0.0095415522353762,0.106794978874228,7.90446043698362,0.920276663240844,14.7943000952403,994.312868844128,294.342316276568,0,0,50,0.00952510287519544,0.122146094078198,0.101608640065577,1
"90",2,114,40,25,51.1871262090561,4.77214642207799,0.170893068637496,0.0149268883851236,0.0546002046092922,1,0.182564206918081,51.3396,4.72114260693383,0.176270546363242,0.0149956763427285,0.0528986423439091,7.06700055538809,0.909501029017613,13.0654741724332,1109.61013879817,328.696757515694,0,0,50,0.00953425401356071,0.155799452955835,0.0625136695999628,0
"91",3,58,27,21,41.6158828820761,6.61663783396957,0.159693688005942,0.0210064276504657,0.0377558767281912,1,0.0795860449473063,43.5392,7.14137683260211,0.162542174832018,0.0229093798739627,0.0369028637577342,7.10258020621799,0.470572727174563,8.4856481552124,867.348882476672,310.477527544298,1,1,50,0.00595277479034849,0.175577722666785,0.0307327031125862,1
"92",4,71,31,23,53.8538223552107,8.34927935362749,0.126473104268506,0.0152500821459162,0.0499759634702199,1,0.100051927566528,53.042,8.30565045808049,0.169185162485845,0.0656191978693891,0.0379649139259476,2.77535205427406,0.743765882162773,10.269093132019,654.113488844649,35.6643848659939,1,0,50,0.00520456162863411,0.141909721707925,0.0411320154618412,1
"93",5,102,41,25,57.9919600054783,6.52477984378928,0.156553989150778,0.0152659752928854,0.0496734959868367,1,0.138202639420827,58.5376,6.37984852695507,0.16003486125087,0.0161582295674178,0.0487281534089243,7.31904738901361,0.820215056846,13.353651881218,1098.14364813855,383.716064037343,0,0,50,0.00789536732714623,0.157048453171737,0.0509477659800656,0
"94",6,105,39,22,56.2644475478311,6.74330955534094,0.156049417808881,0.017702720364802,0.0473534417518454,1,0.183619300524394,54.9388,6.31320815424928,0.171777473051971,0.0208275892609262,0.0434725015585142,4.91764262310444,0.635291364876509,12.5559541543325,895.828791849114,304.142306023187,1,0,50,0.00812858399003744,0.159871999109164,0.0506162793075364,0
"95",7,92,36,25,51.0972019865972,6.26939017881175,0.159879923562483,0.017802402689909,0.0466791780482058,1,0.0943071921666463,52.1364,5.97622633042466,0.161908862640511,0.0168197977623344,0.0461178563264304,6.03776185306185,0.835968395494589,11.9163962006569,1048.49008619562,333.920635044661,0,0,50,0.00839687970816158,0.158475216454826,0.0532127074155772,0
"96",8,61,26,21,40.99937567716,6.47676580887761,0.141295385681538,0.0180637481940648,0.0479230132195064,1,0.0823908726374308,41.7568,6.52210617113544,0.146824718290184,0.0196355540656446,0.0471657971219144,6.07070218669608,0.685170266610341,8.65075097084045,857.055543985658,288.006386775106,1,0,50,0.00501394683262333,0.12167988980189,0.053896708153237,0
"97",1,116,41,24,57.0973519304224,5.83569743935898,0.140452365304748,0.0115469522062633,0.0692597728683471,1,0.0845025221506755,58.4824,6.11730813540804,0.138733360576615,0.0110915678252198,0.0706723551988656,6.88059516651191,0.826880308544784,13.7679590702057,1086.90405630737,422.904214197162,0,1,50,0.00841144879348576,0.13428970569279,0.0742344496192858,1
"98",2,122,35,25,44.4591902374875,4.36347577209242,0.153114864328763,0.0137955980075277,0.0753324893817512,1,0.190456597010295,44.6588,4.23196719960723,0.157563869465401,0.013605880440172,0.0738258976903963,7.87125457841605,0.826603634818176,12.5134886145592,1185.48363903437,383.184810374479,1,1,50,0.00976307055680081,0.164983719745651,0.0570853117965135,1
"99",3,78,34,23,52.803267189553,7.42479326898724,0.149566127310698,0.0182079026047022,0.0433086451517019,1,0.109041627248128,52.9772,7.58475388899486,0.15807354858205,0.02088111919072,0.04156670426913,6.90781241393339,0.725008954978716,10.7961331208547,869.587886150237,265.200538843118,0,0,50,0.00644733109744266,0.142453853795305,0.0505651965737495,0
"100",4,82,33,23,44.1799911013796,5.16983223799216,0.184023385458851,0.021095093723326,0.0394078138165331,1,0.119394505023956,44.9848,5.09255757130411,0.185164620654222,0.0214450056255399,0.0396703572002126,5.89747411217208,0.85273328513819,10.3794772267342,1124.94505961646,275.256216749995,1,0,50,0.00737562402733602,0.1757157786889,0.0380187102032613,0
"101",5,120,34,25,45.6543257445698,4.9263438722127,0.136862647390473,0.0124007651098575,0.0844574740855615,1,0.136221694946289,44.8412,4.62390903607646,0.146093817293867,0.0146129467897697,0.0802459877881566,8.18046518146395,0.870244834874876,12.6758928179741,768.105392599114,256.718397203247,0,0,50,0.00748013841104694,0.126472386843525,0.0744283405356537,1
"102",6,76,33,23,56.4701197811072,8.19047930241851,0.119673201922251,0.0130638728569563,0.059605048734482,1,0.0996430993080139,57.3204,8.21973049605467,0.122854554672393,0.0138945798442546,0.0586011017482994,6.93325641008951,0.792220653271159,10.6307767033577,1077.7496054682,321.041102633705,0,1,50,0.0064447161660064,0.135058116246946,0.0562318731772626,1
"103",7,90,32,25,46.9704866144383,5.67877056971268,0.122716000881075,0.010726901037783,0.085729808273006,1,0.0699774821599324,47.6924,5.68833236458947,0.125432107354527,0.0109528719853067,0.0827099878177714,5.93571301707129,0.747060223478908,10.8000642895699,1377.81171943256,510.165803660937,1,1,50,0.00928506264346652,0.12833937138319,0.0897191507969746,0
"104",8,58,27,23,43.2612306928554,7.51790232546454,0.1620914268864,0.0262099125120887,0.0333224469246843,1,0.0855545242627462,44.726,7.59613088893239,0.167661803193324,0.0276740482988869,0.0328027896155632,5.79967441223553,0.790448794971328,8.8949021935463,723.997048319946,224.092289303793,1,0,50,0.00553411067929119,0.143684539049864,0.0426626564643063,0
"105",1,97,33,25,49.792592420928,6.30415507668208,0.129882890116278,0.0131529680004365,0.0671330289096955,1,0.128568454583486,50.5364,6.55501810408926,0.133328414128264,0.0144968520401237,0.0651490471771334,6.65961574517744,0.800983797279499,11.3231116255124,773.722953108761,268.016180285314,0,1,50,0.00947604969725944,0.145969449863769,0.0707821123085157,0
"106",2,101,39,23,53.4302699894607,6.02189285154836,0.171277661749309,0.0183924523417077,0.0436787108485033,1,0.0967273712158203,54.3824,6.01852633987104,0.173437704728958,0.0189400737111318,0.043203846338175,7.57470641684666,0.804753846199207,12.4896798292796,976.444879068351,309.23827519154,0,0,50,0.00849515865324065,0.145936061139219,0.0634843072738359,0
"107",3,126,40,25,49.3014845727844,4.35467728174259,0.1810836974455,0.0166755978020598,0.0540104782641133,1,0.163172324498494,50.0468,4.41601746419754,0.183465870016916,0.0166202616978502,0.0527174490383151,6.98419367565643,0.835089193896482,13.9183876633644,1306.57730990147,398.836015415492,1,0,50,0.00977908718166873,0.171390719613992,0.0529838905710901,1
"108",4,108,42,25,55.4446639196506,5.63434493440971,0.185775837898402,0.0189600952372187,0.0402020929841098,1,0.145310648282369,57.1928,5.74386846733001,0.188687428863555,0.0194947643206324,0.0381511045930693,5.48665400863077,0.709049683475034,13.7588653326035,994.471305890565,340.528480664639,0,0,50,0.00780751807498746,0.172884927699342,0.0415737178874543,0
"109",5,117,39,25,49.6169751058435,4.5947412905644,0.162309746703545,0.0135808818090476,0.0638113921553135,1,0.183940394719442,49.8312,4.57618652955289,0.165564117685549,0.014196141867946,0.062838018609453,5.85430767785708,0.842056093733159,13.3479857524236,868.343755046823,372.609603215199,1,1,50,0.00905328913009725,0.165824225968681,0.0523999128284821,1
"110",6,113,37,25,44.9715679788028,3.97760671267542,0.186572461610425,0.0171975522168443,0.0528604852753106,1,0.137001204490662,45.7136,4.06179446916309,0.188850926627648,0.0182359702503991,0.0514501702740465,7.80449902572999,0.850761533311903,12.1036542693774,1084.94869791363,310.952610715212,1,0,50,0.00933899419149384,0.153651990615763,0.0629569753221584,0
"111",7,87,33,25,45.5220128864295,5.54705153816332,0.163675635488924,0.0183650631909043,0.0478333055040214,1,0.105682893594106,46.3812,5.42634911020903,0.165554009652949,0.018381700502628,0.0477143331068549,6.3515027674008,0.773043714692669,10.9753414551417,1395.87096118118,315.487688579418,1,0,50,0.00640218308311887,0.150915165762417,0.0447386063189829,1
"112",8,79,31,25,42.8678832109003,5.23555177276187,0.162521011865465,0.0176629067944431,0.0483300584295063,1,0.109223886330922,43.0308,5.11940765068358,0.172294481049321,0.0208264985345912,0.0453487065536003,7.05147919652306,0.765223890498047,10.2735345164935,1225.63294579069,355.930958547144,1,0,50,0.00841627214336768,0.153362781037577,0.0569508160036373,0
"113",1,143,42,24,53.4409526255105,4.74460031093983,0.141664484644789,0.0107456872692961,0.0938344315791279,1,0.159783975283305,52.5316,4.37847803099972,0.148961731655158,0.0112362963598432,0.0921370692888446,8.17304249732868,0.870767056891901,15.3413662473361,1148.72564955252,446.364474013949,1,0,50,0.00994936237460934,0.126042956295423,0.0996731581018407,0
"114",2,72,28,22,38.4738782369616,5.07618052330967,0.163074555617126,0.0194464599349339,0.0488383909926281,1,0.11720939874649,39.3992,5.18051874524047,0.166940269391354,0.0200589221512419,0.0476162931779553,7.46147922537572,0.834978240896665,8.7301074941953,885.782081562371,278.863885562573,1,0,50,0.00613688402110711,0.157523524635471,0.0393620044409673,1
"115",3,63,28,22,48.1197160150173,7.70415189626316,0.120427538094757,0.0142199273559536,0.0580323843804479,1,0.0714259187380473,48.8304,7.60815282678879,0.123280527481059,0.0144684668558891,0.0579134814467649,7.20443045716032,0.79424208966763,9.17040453354518,988.312980156584,382.640158261654,1,1,50,0.00627262997557409,0.133943883888423,0.0556447281800246,1
"116",4,96,33,23,50.9261682089439,6.22606343444773,0.103104724646607,0.00824096352955698,0.123910882305596,1,0.0990673263867696,51.1768,6.18061661719181,0.105162062842481,0.00888175725546943,0.125542744572509,7.61840849018274,0.792221690447347,11.8440187096596,1284.82896323747,401.031578693497,0,1,50,0.00883880650973879,0.135020732930861,0.077163663104951,0
"117",5,100,37,25,47.7711878601887,4.92328898821872,0.188138161903848,0.0202459013453432,0.0418281424612287,1,0.175393128395081,48.7784,5.0032095980993,0.191846189901907,0.0215909254415546,0.0407020418715133,7.67222625845006,0.710945388923501,12.0357526620229,1188.58618017527,364.3619189185,1,0,50,0.00809923492604867,0.161198817584664,0.0496067099222734,0
"118",6,82,34,24,46.5767740548293,5.68425271807613,0.180104735120724,0.0206242330387328,0.0387731695779075,1,0.119217360019684,46.768,5.4749398157783,0.184445824639583,0.021546792957448,0.039174521801741,6.75408095117797,0.883733656626168,10.3292025168737,1044.60781901768,278.034961504203,1,0,50,0.00627059404621832,0.158961600400507,0.0394952042699911,1
"119",7,43,21,21,40.6928959329176,8.39812206429984,0.112538561878864,0.0167907584689572,0.0522981640578653,1,0.0583790262540181,41.8944,8.33670491858503,0.11440696618812,0.0162939677191519,0.0539135404357359,7.18060689116229,0.728270297426349,7.21655388275782,970.612878159158,358.192213497594,1,1,50,0.00560832005226985,0.132882085712627,0.050549870696624,0
"120",8,101,29,24,40.0149498882277,4.55176965307759,0.126864582363578,0.010377576809639,0.0959617892528903,1,0.160048357645671,40.5568,4.54081725777942,0.127971175642037,0.0104638051058098,0.0952064832035373,7.79354629902704,0.83381655613295,10.8459768335025,1824.47452140905,477.368265453464,1,0,50,0.00789637394715101,0.123963108225726,0.0817829786968828,1
"121",1,107,35,25,44.4592610364491,4.52089381529523,0.173891971950409,0.0179752813050395,0.0536045363581115,1,0.105569926897685,45.3208,4.43451838888244,0.175867262910985,0.0184936294563996,0.0524483445047031,7.18033921921909,0.862157413852611,11.5139576633771,742.725976402779,253.084655334954,1,0,50,0.00904542531003244,0.158431460978463,0.0573543377389641,0
"122",2,75,39,25,67.10977273554,10.2314302469298,0.154005087576119,0.0195694385024164,0.0320310817234752,1,0.128856432437897,68.8364,10.3845255254227,0.158596740358152,0.0244312607447919,0.0316841516074978,7.28890637315539,0.641634124967572,11.9557286262512,638.665809482579,162.942985503884,0,0,50,0.00534562401473522,0.134760325723328,0.0468483648096524,0
"123",3,91,36,24,54.6437068987951,6.81974562358134,0.131847064901682,0.0127686950802493,0.063379739607214,1,0.159411728382111,55.5152,6.93387340525915,0.134358820992878,0.0125580611919643,0.0624477525661065,7.65552515613709,0.816590584623739,11.8975991805394,1019.19198761902,405.734388196359,0,1,50,0.00805531674879603,0.150786054781638,0.0563871828312661,1
"124",4,68,33,23,58.258654861988,9.11419576047654,0.127851558661711,0.0150987412613676,0.0469032748804226,1,0.10032305320104,60.1168,9.4721827821608,0.132148553517512,0.0165529252941296,0.0447968423160106,4.32841294358343,0.63432901624951,10.8689246614774,898.278567467712,263.276048185458,0,0,50,0.00566108467755839,0.126162425600924,0.0566056422615856,0
"125",5,68,33,23,52.3678881662592,7.91114917783298,0.160975471075258,0.0207536292312267,0.0346027033955615,1,0.118595159053802,52.6,7.86750017627006,0.170601830337461,0.024068746258094,0.0333164204056061,6.57034889403578,0.76393209416986,10.1548829356829,689.252771282346,243.03998165862,0,1,50,0.00708428040263243,0.178034712611698,0.0355718537915552,0
"126",6,91,34,25,50.0148958998578,6.39920434249489,0.136553360330843,0.0144974028312759,0.0631585275110938,1,0.073177981376648,50.8296,6.44033811395091,0.13882315925118,0.0154078443895395,0.0624883759645551,7.54446730439866,0.771756681396574,11.3028830091159,900.46161559615,285.656084781043,0,1,50,0.00770808500354178,0.145888230381534,0.0576402843091067,1
"127",7,61,27,21,43.8228487996601,7.07673382336297,0.142117218375016,0.0189254895192667,0.044027905726683,1,0.0738639950752258,45.8868,7.63945876958027,0.142069870232533,0.0196974501965581,0.0449657677470634,6.05973611001106,0.755939144900512,8.65352979898453,775.074765851416,315.540647030451,1,1,50,0.00577069845166989,0.141513054971583,0.0458622649856728,1
